501,Holtsville,New York,NY,Suffolk,40.8154,73.0451
544,Holtsville,New York,NY,Suffolk,40.8154,73.0451
1001,Agawam,Massachusetts,MA,Hampden,42.0702,72.6227
1002,Amherst,Massachusetts,MA,Hampshire,42.3671,72.4646
1003,Amherst,Massachusetts,MA,Hampshire,42.3919,72.5248
1004,Amherst,Massachusetts,MA,Hampshire,42.3845,72.5132
1005,Barre,Massachusetts,MA,Worcester,42.4097,72.1084
1007,Belchertown,Massachusetts,MA,Hampshire,42.2751,72.411
1008,Blandford,Massachusetts,MA,Hampden,42.1829,72.9361
